Retailer,License Number,Order #,Order Date,Fulfillment Status,Brand,Product,Units,Unit Price,Net Sales,Payment Terms,Sales Rep,Market
Green Apple,OCM-RETL-24-000266,991619,2026-07-22,Delivered,Dragonfly,Dragonfly | 1g Vape (50ct) | Just Peachy,92,15.00,1380.00,Net 30,S. Lindqvist,New York
Green Apple,OCM-RETL-24-000266,991620,2026-08-08,Delivered,Dragonfly,Dragonfly | 1g Vape (50ct) | Just Peachy,135,15.00,2025.00,Net 15,M. Okafor,New York
Green Apple,OCM-RETL-24-000266,991621,2026-08-21,Delivered,Dragonfly,Dragonfly | 1g Vape (50ct) | Just Peachy,104,15.00,1560.00,Net 15,M. Okafor,New York
Green Apple,OCM-RETL-24-000266,991622,2026-09-05,Delivered,Dragonfly,Dragonfly | 1g Vape (50ct) | Just Peachy,112,15.00,1680.00,Net 30,J. Brady,New York
Green Apple,OCM-RETL-24-000266,991623,2026-09-20,Delivered,Dragonfly,Dragonfly | 1g Vape (50ct) | Just Peachy,144,15.00,2160.00,Net 30,M. Okafor,New York
The THC Shop Brooklyn,OCM-RETL-24-000006,991624,2026-08-16,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,54,5.00,270.00,Net 15,S. Lindqvist,New York
The THC Shop Brooklyn,OCM-RETL-24-000006,991624,2026-08-16,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Dulce De Uva,59,12.00,708.00,Net 30,S. Lindqvist,New York
The THC Shop Brooklyn,OCM-RETL-24-000006,991624,2026-08-16,Delivered,Dragonfly,Naka | Flower | 3.5g | Zlushi,39,20.00,780.00,Net 15,M. Okafor,New York
The THC Shop Brooklyn,OCM-RETL-24-000006,991624,2026-08-16,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Unicorn Piss,60,5.00,300.00,Net 15,S. Lindqvist,New York
The THC Shop Brooklyn,OCM-RETL-24-000006,991624,2026-08-16,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Zoap,45,5.00,225.00,COD,J. Brady,New York
The THC Shop Brooklyn,OCM-RETL-24-000006,991624,2026-08-16,Delivered,Dragonfly,Dragonfly | Flower | 28g | Nappa,10,80.00,800.00,Net 15,A. Torres,New York
The THC Shop Brooklyn,OCM-RETL-24-000006,991624,2026-08-16,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Pandora's Box,98,3.50,343.00,COD,M. Okafor,New York
The THC Shop Brooklyn,OCM-RETL-24-000006,991624,2026-08-16,Delivered,Dragonfly,Dragonfly | Flower | 28g | Blue Dream,9,80.00,720.00,Net 30,S. Lindqvist,New York
The THC Shop Brooklyn,OCM-RETL-24-000006,991624,2026-08-16,Delivered,Dragonfly,Dragonfly Display Kit - Preroll,1,0.01,0.01,Net 30,S. Lindqvist,New York
The Goodie Bag,OCM-RETL-25-000394,991625,2026-07-11,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,45,3.50,157.50,COD,S. Lindqvist,New York
The Goodie Bag,OCM-RETL-25-000394,991625,2026-07-11,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,55,3.50,192.50,Net 30,M. Okafor,New York
The Goodie Bag,OCM-RETL-25-000394,991625,2026-07-11,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,57,3.50,199.50,Net 30,A. Torres,New York
The Goodie Bag,OCM-RETL-25-000394,991625,2026-07-11,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Forbidden Fruit,26,15.00,390.00,COD,J. Brady,New York
The Goodie Bag,OCM-RETL-25-000394,991625,2026-07-11,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,57,15.00,855.00,Net 30,J. Brady,New York
The Goodie Bag,OCM-RETL-25-000394,991625,2026-07-11,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,50,3.50,175.00,Net 30,J. Brady,New York
The Goodie Bag,OCM-RETL-25-000394,991625,2026-07-11,Delivered,Dragonfly,Dragonfly Display Kit - AIO,1,0.01,0.01,Net 30,M. Okafor,New York
The Goodie Bag,OCM-RETL-25-000394,991625,2026-07-11,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Tahiti Breeze,22,15.00,330.00,Net 30,M. Okafor,New York
The Goodie Bag,OCM-RETL-25-000394,991626,2026-08-07,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | GMO,57,3.50,199.50,Net 15,S. Lindqvist,New York
The Goodie Bag,OCM-RETL-25-000394,991626,2026-08-07,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,22,15.00,330.00,Net 15,A. Torres,New York
The Goodie Bag,OCM-RETL-25-000394,991626,2026-08-07,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Secret Weapon,46,3.50,161.00,Net 15,S. Lindqvist,New York
The Goodie Bag,OCM-RETL-25-000394,991626,2026-08-07,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,21,15.00,315.00,Net 30,M. Okafor,New York
The Goodie Bag,OCM-RETL-25-000394,991626,2026-08-07,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Just Peachy,29,15.00,435.00,Net 30,A. Torres,New York
The Goodie Bag,OCM-RETL-25-000394,991626,2026-08-07,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Green Caffeine,62,3.50,217.00,Net 15,A. Torres,New York
The Goodie Bag,OCM-RETL-25-000394,991626,2026-08-07,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Dulce De Uva,21,12.00,252.00,Net 30,S. Lindqvist,New York
The Goodie Bag,OCM-RETL-25-000394,991626,2026-08-07,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blueberry Banana Waffles,24,15.00,360.00,Net 15,S. Lindqvist,New York
The Goodie Bag,OCM-RETL-25-000394,991626,2026-08-07,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Strawberry Kiwi,26,15.00,390.00,COD,M. Okafor,New York
The Goodie Bag,OCM-RETL-25-000394,991627,2026-08-31,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | GMO,60,3.50,210.00,COD,S. Lindqvist,New York
The Goodie Bag,OCM-RETL-25-000394,991627,2026-08-31,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,21,15.00,315.00,COD,J. Brady,New York
The Goodie Bag,OCM-RETL-25-000394,991627,2026-08-31,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Secret Weapon,48,3.50,168.00,Net 30,J. Brady,New York
The Goodie Bag,OCM-RETL-25-000394,991627,2026-08-31,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,29,15.00,435.00,Net 30,A. Torres,New York
The Goodie Bag,OCM-RETL-25-000394,991627,2026-08-31,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Just Peachy,30,15.00,450.00,Net 30,J. Brady,New York
The Goodie Bag,OCM-RETL-25-000394,991627,2026-08-31,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Green Caffeine,43,3.50,150.50,Net 15,S. Lindqvist,New York
The Goodie Bag,OCM-RETL-25-000394,991627,2026-08-31,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Dulce De Uva,32,12.00,384.00,Net 30,M. Okafor,New York
The Goodie Bag,OCM-RETL-25-000394,991627,2026-08-31,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blueberry Banana Waffles,22,15.00,330.00,Net 30,J. Brady,New York
The Goodie Bag,OCM-RETL-25-000394,991627,2026-08-31,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Strawberry Kiwi,34,15.00,510.00,Net 15,A. Torres,New York
Dansville Dispensary,OCM-RETL-25-000307,991628,2026-07-20,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,177,3.50,619.50,Net 30,J. Brady,New York
Dansville Dispensary,OCM-RETL-25-000307,991628,2026-07-20,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,128,3.50,448.00,Net 30,M. Okafor,New York
Dansville Dispensary,OCM-RETL-25-000307,991628,2026-07-20,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,140,3.50,490.00,COD,S. Lindqvist,New York
Dansville Dispensary,OCM-RETL-25-000307,991628,2026-07-20,Delivered,Dragonfly,Dragonfly Display Kit - Preroll,1,0.01,0.01,Net 30,A. Torres,New York
Dansville Dispensary,OCM-RETL-25-000307,991628,2026-07-20,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,87,3.50,304.50,Net 30,A. Torres,New York
Dansville Dispensary,OCM-RETL-25-000307,991628,2026-07-20,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,129,3.50,451.50,Net 15,S. Lindqvist,New York
Dansville Dispensary,OCM-RETL-25-000307,991629,2026-08-30,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,103,3.50,360.50,Net 15,J. Brady,New York
Dansville Dispensary,OCM-RETL-25-000307,991629,2026-08-30,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,90,3.50,315.00,Net 30,A. Torres,New York
Dansville Dispensary,OCM-RETL-25-000307,991629,2026-08-30,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,170,3.50,595.00,COD,M. Okafor,New York
Dansville Dispensary,OCM-RETL-25-000307,991629,2026-08-30,Delivered,Dragonfly,Dragonfly Display Kit - Preroll,1,0.01,0.01,Net 30,M. Okafor,New York
Dansville Dispensary,OCM-RETL-25-000307,991629,2026-08-30,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,103,3.50,360.50,Net 30,A. Torres,New York
Dansville Dispensary,OCM-RETL-25-000307,991629,2026-08-30,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,78,3.50,273.00,Net 30,S. Lindqvist,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,78,3.50,273.00,COD,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,161,3.50,563.50,COD,A. Torres,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Melon Gum,22,40.00,880.00,Net 30,A. Torres,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,173,5.00,865.00,Net 15,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | S'mores,17,40.00,680.00,Net 30,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Watermelon Skittlez,167,5.00,835.00,Net 15,S. Lindqvist,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Tahiti Breeze,51,15.00,765.00,COD,A. Torres,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,87,3.50,304.50,Net 15,S. Lindqvist,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,232,3.50,812.00,COD,A. Torres,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Pineapple,40,5.00,200.00,Net 30,J. Brady,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991630,2026-07-05,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Strawberry,55,5.00,275.00,COD,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991631,2026-07-28,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Pandora's Box,218,3.50,763.00,Net 30,S. Lindqvist,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991631,2026-07-28,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Blackberry Sherbet,112,5.00,560.00,COD,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991631,2026-07-28,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Blueberry Banana Waffles,19,40.00,760.00,Net 30,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991631,2026-07-28,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Blue Razz,44,5.00,220.00,Net 30,S. Lindqvist,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991631,2026-07-28,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Unicorn Piss,295,5.00,1475.00,Net 30,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991631,2026-07-28,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Green Apple,39,5.00,195.00,COD,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991631,2026-07-28,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,325,5.00,1625.00,COD,S. Lindqvist,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991631,2026-07-28,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Dream,80,3.50,280.00,Net 30,A. Torres,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,19,15.00,285.00,Net 30,J. Brady,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Sutter,155,3.50,542.50,COD,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Melon Gum,14,40.00,560.00,Net 30,J. Brady,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,120,3.50,420.00,COD,A. Torres,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | S'mores,14,40.00,560.00,Net 15,S. Lindqvist,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,141,3.50,493.50,Net 30,M. Okafor,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Blackberry Sherbet,60,5.00,300.00,Net 30,A. Torres,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,149,5.00,745.00,Net 30,S. Lindqvist,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,148,3.50,518.00,Net 15,A. Torres,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,132,3.50,462.00,COD,S. Lindqvist,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Electric Watermelon OG,19,15.00,285.00,Net 15,A. Torres,New York
High Society Dispensary LLC,OCM-CAURD-24-000171,991632,2026-08-24,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,23,12.50,287.50,Net 15,M. Okafor,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991633,2026-07-28,Delivered,Dragonfly,Dragonfly | Flower | 28g | Blue Dream,12,80.00,960.00,Net 15,A. Torres,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991633,2026-07-28,Delivered,Dragonfly,Dragonfly Display Kit - Preroll,1,0.01,0.01,Net 15,M. Okafor,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991633,2026-07-28,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,19,12.00,228.00,Net 15,A. Torres,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991633,2026-07-28,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,52,5.00,260.00,Net 15,J. Brady,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991633,2026-07-28,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Pandora's Box,52,3.50,182.00,Net 30,S. Lindqvist,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991633,2026-07-28,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,54,5.00,270.00,Net 30,S. Lindqvist,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991633,2026-07-28,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,30,15.00,450.00,Net 30,M. Okafor,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991633,2026-07-28,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,29,15.00,435.00,Net 15,J. Brady,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991634,2026-09-16,Delivered,Dragonfly,Dragonfly | Flower | 28g | Blue Dream,7,80.00,560.00,Net 30,J. Brady,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991634,2026-09-16,Delivered,Dragonfly,Dragonfly Display Kit - Preroll,1,0.01,0.01,Net 15,S. Lindqvist,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991634,2026-09-16,Delivered,Dragonfly,Dragonfly | Flower | 3.5g | Trop,25,12.00,300.00,Net 15,S. Lindqvist,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991634,2026-09-16,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Lychee Dream,44,5.00,220.00,COD,M. Okafor,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991634,2026-09-16,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Pandora's Box,51,3.50,178.50,Net 30,A. Torres,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991634,2026-09-16,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Apple Tart,38,5.00,190.00,Net 30,J. Brady,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991634,2026-09-16,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Banana Bash,26,15.00,390.00,Net 30,M. Okafor,New York
Toke Lane Buffalo,OCM-RETL-24-000132,991634,2026-09-16,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,21,15.00,315.00,COD,J. Brady,New York
Leafy Peaks,OCM-CAURD-24-000099,991635,2026-06-27,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Strawberry Kiwi,43,40.00,1720.00,Net 15,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991636,2026-07-07,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Grape,142,5.00,710.00,Net 30,A. Torres,New York
Leafy Peaks,OCM-CAURD-24-000099,991636,2026-07-07,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Blue Razz,185,5.00,925.00,Net 15,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991636,2026-07-07,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Green Apple,108,5.00,540.00,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991636,2026-07-07,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Pineapple,166,5.00,830.00,Net 15,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Watermelon Skittlez,70,15.00,1050.00,Net 30,A. Torres,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Strawberry Kiwi,25,40.00,1000.00,Net 15,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Dream,383,3.50,1340.50,Net 30,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,76,15.00,1140.00,Net 15,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blueberry Banana Waffles,79,15.00,1185.00,Net 30,J. Brady,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Blue Nerds,40,12.50,500.00,Net 30,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Lychee Dream,32,15.00,480.00,Net 30,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Zlushi,61,12.50,762.50,Net 15,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Pandora's Box,343,3.50,1200.50,Net 30,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blue Razz,36,15.00,540.00,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991637,2026-07-16,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,52,12.50,650.00,Net 30,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Sugar Cookie,24,40.00,960.00,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Blue Razz,39,15.00,585.00,Net 30,A. Torres,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | 1.25g Infused Preroll | Melon Gum,288,5.00,1440.00,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Sutter,34,12.50,425.00,Net 15,J. Brady,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Blue Razz,40,40.00,1600.00,Net 30,J. Brady,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | 100mg Gummy (25ct) | Green Apple,84,5.00,420.00,Net 15,A. Torres,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Blackberry Sherbet,35,40.00,1400.00,Net 15,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Mystery OG,64,15.00,960.00,Net 15,A. Torres,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Strawberry Kiwi,66,40.00,2640.00,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Zlushi,42,12.50,525.00,Net 30,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Forbidden Fruit,79,15.00,1185.00,Net 30,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991639,2026-07-31,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Melon Gum,80,40.00,3200.00,Net 15,A. Torres,New York
Leafy Peaks,OCM-CAURD-24-000099,991640,2026-08-07,Delivered,Dragonfly,Dragonfly | Flower | 28g | Nascar,76,62.50,4750.00,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991640,2026-08-07,Delivered,Dragonfly,Dragonfly | Flower | 28g | HDG,102,62.50,6375.00,COD,J. Brady,New York
Leafy Peaks,OCM-CAURD-24-000099,991640,2026-08-07,Delivered,Dragonfly,Dragonfly | 14g Preroll Multipack | Melted Strawberries,44,46.00,2024.00,COD,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Zlushi,673,3.50,2355.50,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Blue Nerds,854,3.50,2989.00,Net 15,J. Brady,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Strawberry Kiwi,43,15.00,645.00,Net 15,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Blue Nerds,120,12.50,1500.00,COD,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Sugar Cookie,49,40.00,1960.00,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | Infused Multipack 10pk (1.25g) | Blue Razz,30,40.00,1200.00,Net 30,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly Display Kit - Backboard,2,0.01,0.02,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | 1g All-In-One Vape | Watermelon Skittlez,42,15.00,630.00,COD,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Berry White,512,3.50,1792.00,Net 30,M. Okafor,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | 1g Preroll (50ct) | Tahiti Lime,1175,3.50,4112.50,COD,S. Lindqvist,New York
Leafy Peaks,OCM-CAURD-24-000099,991642,2026-08-18,Delivered,Dragonfly,Dragonfly | 2.5g Preroll Multipack (0.5g) | Pandora's Box,104,12.50,1300.00,Net 30,J. Brady,New York
